numTokens,numLexTokens,avgLexVal,avgLexAro
273,119,-0.23628639872786192,-0.20950855733171236
124,42,0.3415105786018409,0.35705178542821325
124,42,0.3415105786018409,0.35705178542821325
119,48,-0.08816581341900633,-0.04675622530582524
128,40,-0.36665426185073563,-0.36314047939630867
223,79,0.04643635019812344,0.07873480093846476
388,145,0.3174111656464382,0.37769577990068376
178,70,-0.03921740750194964,0.030601596159879823
212,82,-0.2805507726875702,-0.23375025841934738
189,67,-0.021931500137022705,-0.007400339948410464
51,12,-0.4821241141672949,-0.32265495528671617
290,102,0.34378886191695784,0.414741112946856
67,23,-0.17335330862516826,-0.15951356648180928
93,29,-0.40225220836157105,-0.3821728951811736
90,36,-0.382998084115126,-0.37449649744890656
140,52,-0.04805867751090406,-0.06559812636818527
124,37,0.024271909602878804,0.04039055148372946
191,65,-0.13679677111042887,-0.10714178976518293
140,44,-0.0675774480791132,0.0005143394504644637
222,76,-0.0726771424926083,-0.06366808438194721
123,43,-0.2502045392028708,-0.20731047562469931
157,60,-0.03772014947067324,0.0012690985918531147
151,54,-0.21668208454222115,-0.2165651118553806
46,19,-0.6545365673547712,-0.5800547083281066
416,134,0.1917292632170504,0.23267211137803911
276,89,-0.12374781979353537,-0.0728487998061606
456,133,-0.16173538074308744,-0.13683849874042883
74,28,-0.6936438418949917,-0.6527110379208348
125,54,0.020688232743806528,-0.015345637388301806
74,25,-0.19063831276660292,-0.2588706322776017
769,250,-0.018032736142309914,-0.01578800614821868
186,61,0.09628919748547828,0.11534634883657162
42,19,-0.3479563386458887,-0.272423166972145
319,103,0.11299801587464171,0.1709797478655655
193,65,0.019163798787473544,0.0554870627324795
104,36,0.08095611512856157,0.08442490469065012
198,70,-0.11714763792816589,-0.04854685796186948
299,97,-0.09673529088819331,-0.07932802885314949
151,56,-0.07587257443938475,-0.0377671214597245
207,75,0.10727057282074469,0.1543456900219767
101,38,-0.09600172814800693,-0.09253473723813924
123,42,-0.44054739196166487,-0.404496194155607
549,205,-0.18567353157568742,-0.15433920630256484
170,68,-0.2791163729124482,-0.256825570019225
207,77,-0.1690339182549683,-0.14292942826037505
454,142,-0.1795057926415367,-0.10759102222657389
206,69,-0.20731705934880815,-0.17123494344919465
428,144,0.1468311330466859,0.1535700389011333
127,42,-0.02306894140828037,-0.01999267315885133
290,96,0.06038488254489029,0.1028240284303521
135,41,-0.036111826243657955,-0.007894523955768147
299,111,-0.08988736738432992,-0.036987518331125735
252,77,0.3777076454574151,0.4472140463112043
167,61,-0.2709266287451248,-0.171682926558016
780,215,0.37042534083143025,0.40472420227951356
55,18,0.22163659881629924,0.24886552541279183
331,104,0.13902655499265168,0.21333894713912097
156,49,-0.033358668793916656,0.030974856204393473
285,87,-0.08654165252002993,-0.060808325848921284
251,97,-0.12957746959839544,-0.05419156736606178
122,32,0.06915813443558216,0.058231008499871506
341,114,-0.08093292391875395,-0.03339064141169164
52,18,-0.7465470796195538,-0.6913498236348473
21,8,-1.2014752062206542,-1.02059085841161
224,84,-0.19087502416647495,-0.16149768540116569
262,92,-0.23129748652038468,-0.19980363078332222
191,60,0.028917717384073907,0.08752459576310077
3094,1145,0.07764041993996534,0.10031567848157562
166,58,-0.307135366215289,-0.26350791995632233
75,22,-0.022264654918111363,-0.025238326954300287
697,211,0.16954116827053628,0.2244310333617741
143,60,-0.054865995250594,-0.020442689529243906
106,35,-0.21774472317881438,-0.17140434831884016
330,106,0.07195822875892711,0.10411039412492626
65,27,-0.22672080402531727,-0.17598329232004217
209,63,0.26207299718657434,0.304714971362533
349,119,0.3115030797942315,0.3391193943713591
99,34,-0.1512377841573923,-0.17176130660298464
188,71,-0.20038060802184945,-0.17075809721091836
201,75,-0.09388017020843131,-0.07340929834160269
395,128,0.2918688670538269,0.3030434128249482
145,44,0.24853354839437894,0.28778999337441075
166,60,0.10690036323144742,0.11069730875324658
103,38,-0.15791515278581658,-0.08590556109205623
312,96,0.09079288177605538,0.10929382179771148
296,81,-0.12428960291643731,-0.1162427298056302
274,100,0.4635947982020489,0.5331408845906436
1097,370,0.16523720257817662,0.20882964053483333
99,38,-0.4551326154154368,-0.3811152311983661
97,44,0.14730907831527829,0.1329772896479227
190,71,-0.035853960597678654,0.02039369771010655
209,68,0.05158954179493587,0.07770039776018325
515,169,0.3526585438890497,0.3850906371584471
399,144,0.0792954590822547,0.10015045942048362
327,123,0.12397326572749634,0.15753310965278372
600,196,-0.026418298561592078,0.03005457748787907
61,23,-0.3327632420757493,-0.2726479964274102
205,61,0.022403490532058867,0.04850015955823665
458,148,0.09033984898487583,0.13142254346050034
143,47,0.6539409935079196,0.7202376498704782
169,53,0.037744099880411594,0.059263079993843074
205,74,0.26321544773161004,0.26902698595995955
167,61,0.21676201715550375,0.24841289691874135
283,94,-0.3980988227295995,-0.3149966714477211
1159,424,0.006363958260526999,0.02149091020228448
48,22,0.20277417542911352,0.28050198251117825
63,17,0.09129270065657472,0.12916032413414272
283,83,-0.06671344823480026,-0.03680412739856792
83,33,-0.238724420292552,-0.16643939140016312
167,51,0.19487656607996517,0.24024814683142257
372,133,-0.018535191755115362,0.024716630467926194
272,97,0.025318123197483337,0.03518048952298992
62,23,-0.3922589225689489,-0.3517838325449308
137,54,-0.4214905787092873,-0.34312009257733683
200,66,0.2188636786458347,0.21988173449251786
115,33,-0.08943331664641893,-0.09502567714218428
185,62,-0.20038143489952098,-0.18858515544088653
330,116,0.0789182634201865,0.1131919998825926
279,104,-0.1719481363707572,-0.1493772808759396
278,100,-0.02988409936104633,-0.04411112168572032
188,66,0.22981381279292465,0.21012362211393426
741,260,0.1909741129867432,0.2008392855042005
202,73,-0.09086974847355174,-0.06695814904398378
198,74,-0.2638099519892754,-0.2535793906202099
125,43,0.35153508915746906,0.384450491815439
173,50,0.06924662507320876,0.07255011523028905
132,45,-0.24145590588908603,-0.16266914688971645
1024,300,0.03461802328857613,0.05350537262665714
155,55,-0.36173074325184873,-0.3073443982548714
765,270,0.049252597783346654,0.07153267340579296
207,55,-0.02848414942460728,0.001025592498389189
124,50,-0.09156175180389878,-0.08492425970456745
54,19,0.20299818094908065,0.24391144329944617
82,26,-0.050636718213717215,-0.003732048300486619
297,92,0.28134918753407695,0.3086119261208603
182,56,-0.1977603999237539,-0.11843460851143206
44,13,-0.5941253725260852,-0.49748023379117484
620,220,0.18355310150906498,0.1866211465656211
297,100,-0.11889647145027334,-0.11147323674893414
108,45,-0.5242263608684594,-0.4629223925512102
180,74,-0.28331837563682954,-0.28949282089709366
704,225,0.06192858749861234,0.09806693859659191
337,116,0.21820653790636657,0.19994832021186587
142,50,0.14640514395663742,0.19177958876017126
340,105,-0.028843973096620852,0.015460369307156982
306,107,0.06691496258080329,0.07624604467636821
131,41,0.15290074657927258,0.19652419067076374
194,65,-0.019999780998110527,0.019988461433925558
130,54,0.20154583131633017,0.25779540544937124
299,84,0.07834159074253062,0.10237540174074551
310,106,-0.11179152572533278,-0.10303765426313496
314,121,0.08358135766808887,0.1389161286576408
302,97,-0.07599827551930116,-0.020697591392924996
166,65,0.03878326213692607,0.06739835026351819
732,232,0.20863183416227174,0.21039131961769225
335,112,-0.235296134498467,-0.2208192368175155
417,144,0.11141011501937749,0.1604723068964721
159,48,-0.16384829960164426,-0.15346470384020702
2474,902,0.354409608342548,0.36828332674489417
122,46,-0.36314775622781775,-0.35306914747088664
575,186,0.19479082137887327,0.1940352718192435
475,141,0.3090927382821942,0.33337808182444273
334,118,-0.05396937399464056,-0.000519000703170919
275,92,-0.21248346422951966,-0.14030291935827938
216,61,0.07521757851102572,0.11982161791866636
264,88,-0.22676014261554273,-0.19210393826365327
79,23,-0.30374488438886466,-0.26199761637103053
262,100,0.21111288284302415,0.26693321223380834
58,18,-0.06669256237495769,-0.05362996787742943
283,87,-0.23702991926161804,-0.21150752339487955
682,229,0.0076438440682120344,0.04239691108769295
275,119,-0.23628639872786192,-0.20950855733171236
239,77,-0.11493076509908592,-0.09647978152141344
254,103,0.04767811269240224,0.09512414213095825
122,41,-0.027478540058666064,-0.05212729464082203
386,121,0.20680428996040678,0.2832799974949863
318,100,-0.014157025627688896,-0.005021132254644729
759,262,0.21109645441711566,0.22611116403565237
92,36,-0.20501591250521764,-0.20481461301455653
137,43,0.5126979595970099,0.5907723027546349
96,35,0.12843469074229782,0.1876345797494809
93,34,-0.2578224658560115,-0.19052308509147328
74,22,-0.031441224750952866,-0.0024704315685732644
196,61,-0.07472363324203724,-0.07531319392671189
107,42,0.0678014322147895,0.09234291484814257
326,100,0.005574579533323898,0.08721129045980965
195,85,0.15137707231664901,0.19048069384197738
127,47,0.15457234371343315,0.19080436911154697
280,102,0.0641017539181423,0.12346737305746405
127,51,-0.038387879120078086,0.01159411410223327
234,73,0.0004343713261266519,0.021814306174894608
308,111,-0.3007671121616435,-0.265025907170534
109,41,0.12780437133099126,0.1257792992174538
51,21,-0.09518732762404596,-0.03072906773692653
162,56,0.19656427331296533,0.22498749324017658
102,45,-0.14837774346485086,-0.09781985624427708
56,18,0.34162839692553465,0.4518936641132847
210,70,0.18125448247763565,0.2687429989561941
159,72,-0.09027813872243279,-0.06410143778758733
1439,495,0.1224026146851894,0.16080201119084525
175,58,0.05801897996573953,0.11404542295095588
271,95,0.06879258746095768,0.0968835195088668
290,106,0.041861587304750175,0.0711929706911483
1034,336,0.03092857402991464,0.07157794216659316
840,267,0.1854154272784718,0.20401683956298378
336,125,-0.0719841043274135,-0.024814922499571773
367,115,0.12576257910802113,0.11606020929341791
166,51,0.07721668864815194,0.07707972656328789
166,51,0.07721668864815194,0.07707972656328789
118,38,0.006607168682957062,0.004858521982148542
636,216,-0.06085533249783865,-0.0431154182469401
118,46,-0.39947504892381086,-0.3351551985311669
287,109,0.10697980183911379,0.12956083517455996
356,124,-0.06616506781844421,-0.056106728992826725
52,15,0.26806416334294175,0.3824222347608014
276,102,0.12533201346140938,0.19128287237254762
140,50,-0.012718325579521022,0.006732000366676931
558,169,0.19478160764257432,0.20134107187111203
386,153,0.11293433515322998,0.17322860216423003
159,62,0.23694874968682778,0.2537631184575032
49,15,-0.4146833108195663,-0.3333428563872713
53,21,-0.22301176466915956,-0.11524694536594964
168,67,-0.13165443846953656,-0.11474636369900247
94,36,-0.03487923588612199,0.0407195622930901
161,51,0.07590830545243614,0.10537876489158353
693,236,0.1558287728173945,0.19020745245830412
472,156,0.02202496464371511,0.02608626825301255
175,59,-0.004073131764940823,0.07158385802032388
162,57,-0.26616536922824313,-0.24072622563681983
141,48,0.498565834910116,0.5720296037937723
257,69,-0.008571887408262008,0.027986777309849196
116,34,0.2708985104961323,0.2514075124251702
