numTokens,numLexTokens,avgLexVal
4,2,0.5995091204974925
5,3,1.036992139911227
6,3,1.036992139911227
4,2,0.5176637449278851
3,2,0.5176637449278851
5,3,0.4387414184857639
4,2,0.5264328923103434
5,3,0.2360766789800697
7,3,-0.1750988982862911
6,3,-0.07571522795176792
5,2,-0.14294535788394538
4,2,2.280262368801929
6,3,1.303963960221613
5,2,2.280262368801929
5,3,1.917804276993668
