numTokens,numLexTokens,avgLexVal,avgLexAro
243,85,0.6481162883778493,0.7020000623071122
128,43,0.878594535503079,0.9280043928699266
1512,464,0.6603932942645198,0.6889568990052237
293,95,0.5250541726496566,0.53667759562192
223,75,0.6755135645414666,0.7298586429256787
760,257,0.7776838184633886,0.8246265560542966
339,108,0.8990001105193868,0.9703698653915263
309,106,0.7257467641767504,0.7529108188079936
302,88,0.5736950154916326,0.5797686578763277
802,255,0.6926560605637287,0.7444577539424443
231,75,0.4873479223329861,0.5072321516753728
373,116,0.7381839147420414,0.8071144646008078
737,239,0.5776601955409562,0.6142722032869423
496,171,0.7512567275231654,0.8112437535681988
971,335,0.6322677174217594,0.6420976559163664
691,204,0.6525786986865607,0.6614552221102062
198,51,0.731501497763747,0.7984272511991977
1633,511,0.5849821507224189,0.6062063472048761
559,162,0.7052108760349298,0.7302946443195163
367,129,0.6441659893079262,0.6944079559463239
314,82,0.6261435269229652,0.6485393638257477
174,47,0.8195918581370291,0.8556315901518876
257,76,0.6161015440711038,0.6401161433388723
1263,347,0.6732093236032501,0.7254803433962504
541,175,0.8190363826565752,0.8728791298678041
536,150,0.7079050897992727,0.7610313526691327
359,96,0.6555948201915005,0.6918456854887526
1051,311,0.7929192559966661,0.8425566068713325
761,210,0.6813662375719294,0.7032659911582589
1011,268,0.6330677855547813,0.6733828999179073
608,196,0.5411451402690547,0.546991917386221
200,56,0.7549976252600455,0.8492066073185347
229,62,0.30258472142439485,0.27777539947989394
496,163,0.8316210508457897,0.8660530377570826
209,58,0.6499848147520488,0.7316167784242182
1514,465,0.6582452264792132,0.6864323850163956
120,38,0.7143831809238537,0.7369827511993099
1084,324,0.5172071502433319,0.5384758814766191
563,182,0.7998017864669308,0.8469033780647857
627,178,0.6364008767073767,0.655755422783406
233,66,0.613482932411056,0.6568720166213471
139,47,0.5093053805666132,0.5567116354941005
382,141,0.8360770773829208,0.8934948077535482
268,91,0.6038009499805841,0.6116566122691868
896,275,0.6987404079453945,0.7350854296733907
888,271,0.6908144827449234,0.7261062460015192
459,122,0.9066934251346404,0.982087443708085
618,190,0.7619092436106439,0.8443090623400765
1146,317,0.5014177814585334,0.5214295609910554
193,58,0.6613386848163053,0.6769368254413602
201,68,0.9067186838690453,0.9485173129920315
1288,382,0.6408088501504426,0.7013486911067979
473,136,0.5307503024220996,0.5157026847372721
142,39,0.6106522991451455,0.6880235168810764
156,46,0.4483507346611364,0.4422880139028475
1382,383,0.6109351982246646,0.6683294465947955
123,39,0.39758499043301704,0.35148228111677576
276,76,0.5028806354289634,0.5138902263691124
510,24,0.45249577396713453,0.35713963034344726
316,92,0.8149700807884072,0.8839471790877661
396,110,0.4651198579559322,0.48312236062747776
369,101,0.47413568847684556,0.5065559497592382
160,48,0.5641325564041122,0.5756873146282843
464,130,0.7282676208256308,0.7577158822017566
328,101,0.8740261888783132,0.9280045805359082
378,144,0.7128120705979538,0.7374280119303579
49,16,0.8152576836796753,0.8611642032674631
1212,367,0.642654972878184,0.686438023735995
387,114,0.8880993982654031,0.9391576001458944
1946,563,0.6307813276728379,0.6366609680605644
474,138,0.6415522141157517,0.6771503877397173
256,79,0.5449194128798265,0.5297989125289634
451,161,0.7834238876572719,0.8589102396624175
531,182,0.7206011561679615,0.7864372608163713
452,155,0.49550995861299857,0.5152521920332057
338,111,0.4060448291140175,0.400649219488035
297,93,0.4808784708199724,0.47010106002635094
1051,371,0.6053909980184295,0.6245627535157074
1596,512,0.5996985718841572,0.6221492277993578
896,283,0.7504107929351117,0.812471350420601
116,37,0.7711776994648756,0.8254935697398258
703,214,0.7224117212172161,0.7635668596314522
439,134,0.5962687151296514,0.5912935556451377
280,92,0.6074828723448316,0.6303444344316173
1055,326,0.7750295802989261,0.8180065964033135
453,139,0.5881612220114575,0.6472348191094868
382,122,0.4396824099369233,0.44272365955839416
1033,345,0.6007724673276704,0.6449050769898387
410,141,0.7638657563497779,0.8033569626100354
313,86,0.6535399043999595,0.7044474741952733
213,63,0.6364009616285267,0.6748584771690511
402,138,0.7178444724498747,0.7567796677731324
749,232,0.7480517634665013,0.8009522873544801
303,85,0.6697941272938295,0.6936415044183436
161,43,0.6473636600727987,0.6480271640124095
344,102,0.7252326343466147,0.73461757715016
606,191,0.8379479693861073,0.9204710495380094
206,62,0.8507005037048037,0.8858758178615166
268,83,0.6775725149918562,0.6934082679858244
232,81,0.868802669530738,0.9042774385531978
1294,394,0.8078125733845355,0.8712700495732069
467,155,0.6441498430565071,0.6563128690064216
257,66,0.9706532208495906,1.0413434233214995
852,270,0.8027268834932156,0.8358491891677721
272,86,0.8452033675510784,0.9114605927326549
215,79,0.7699755066691233,0.8392397701674552
957,250,0.648460902639612,0.6683104597874511
547,187,0.7683281207174142,0.8013889681636269
