date,year,month,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
2021-01-15 20:26:57,2021,1,5.385,3.365,4.688,11.799999999999999,4.402,7.038,0.617,7.665
2021-01-15 19:48:34,2021,1,9.832,11.033000000000001,5.0569999999999995,10.432000000000004,11.042,7.161,4.319,16.965999999999998
2021-01-15 19:34:58,2021,1,20.162000000000003,7.777999999999999,7.414000000000001,34.131,7.105000000000001,11.881999999999998,2.633,10.765
2021-01-15 17:46:51,2021,1,17.214,26.96900000000001,11.558000000000002,28.399000000000008,21.060000000000002,18.538,10.545999999999998,50.073
2021-01-15 16:03:28,2021,1,22.866999999999997,15.453999999999999,15.604000000000001,31.642,13.038,21.399,7.250000000000001,32.064
2021-01-15 11:19:28,2021,1,0.369,0.0,0.688,1.242,0.0,0.625,0.0,0.0
2021-01-15 07:28:26,2021,1,7.394,3.938,5.829000000000001,13.175999999999997,2.8710000000000004,10.072000000000001,1.68,11.185000000000002
2021-01-15 06:36:58,2021,1,6.901999999999998,2.77,7.437,9.91,4.644,5.568,3.7099999999999995,14.050999999999998
2021-01-15 04:58:20,2021,1,9.540999999999999,10.719000000000001,8.579,16.519,9.203,12.667,4.337999999999999,16.471
2021-01-15 02:15:53,2021,1,3.6809999999999996,3.805,3.213,9.187000000000001,2.6000000000000005,6.182,1.218,6.855
2021-01-14 21:39:33,2021,1,0.236,3.142,1.508,2.096,2.748,0.5449999999999999,0.531,4.055
2021-01-14 19:03:54,2021,1,3.459,2.9440000000000004,4.195,11.109,6.161,6.527999999999999,1.57,8.928
2021-01-14 18:28:47,2021,1,5.579,4.508,3.7440000000000007,10.004000000000001,2.263,7.117,2.899,7.155999999999999
2021-01-14 16:34:05,2021,1,3.056,3.7690000000000006,2.9930000000000003,9.914000000000001,5.257000000000001,6.728,0.946,5.078
2021-01-14 14:01:36,2021,1,2.064,9.681,2.3280000000000003,3.4539999999999997,4.8740000000000006,3.426,2.313,6.694999999999999
2021-01-14 12:49:25,2021,1,10.103,13.569,5.867,15.886999999999997,14.941999999999998,11.936999999999998,6.641,16.753
2021-01-14 04:57:33,2021,1,2.279,3.0920000000000005,2.4210000000000003,6.549,4.735,3.6710000000000003,0.7030000000000001,5.233
2021-01-13 23:47:02,2021,1,2.433,6.259,3.07,5.426,2.841,4.544,0.758,17.703
2021-01-13 23:18:12,2021,1,19.788999999999994,28.927999999999997,12.853,38.001999999999995,33.705999999999996,30.945999999999998,12.343000000000002,50.770999999999994
2021-01-13 21:04:20,2021,1,3.6770000000000005,7.298,4.163,5.988,4.184,3.892,1.446,11.305
2021-01-13 16:53:54,2021,1,9.869,8.07,5.529,22.82100000000001,7.074999999999999,16.247999999999998,5.984000000000001,13.670000000000002
2021-01-13 15:27:36,2021,1,0.0,2.055,0.742,0.9680000000000001,2.028,0.453,1.0390000000000001,2.844
2021-01-13 15:04:54,2021,1,25.005000000000003,14.785999999999998,12.839,34.486,16.754000000000005,16.750000000000004,7.686999999999999,20.199000000000005
2021-01-13 14:42:54,2021,1,4.519,2.669,4.562,9.713999999999999,2.061,6.792999999999999,0.804,6.123999999999999
2021-01-13 12:37:47,2021,1,1.1839999999999997,3.4389999999999996,2.125,4.863,3.455,2.384,2.172,9.078999999999997
2021-01-13 09:23:17,2021,1,6.824,6.714,4.195,11.195,4.563000000000001,8.353000000000002,0.383,9.477
2021-01-13 04:54:45,2021,1,19.346,25.737000000000002,15.42,36.314,37.408,30.237,7.369,41.80799999999999
2021-01-13 00:09:33,2021,1,13.896999999999998,11.693,12.097999999999999,23.082999999999988,11.054000000000002,16.257,4.153999999999999,22.757000000000005
2021-01-13 00:06:32,2021,1,6.3580000000000005,5.142,3.189,12.582,5.523,10.117999999999999,1.633,7.436
2021-01-12 19:18:20,2021,1,11.319,18.113,8.376,21.041,23.251,16.965999999999998,6.118,28.041000000000004
2021-01-12 18:54:05,2021,1,5.071,5.874,5.311,8.594,3.202,6.329000000000001,0.8280000000000001,8.835
2021-01-12 17:30:00,2021,1,13.595,10.224,8.358999999999998,18.967,18.882,14.07,2.766,17.355000000000004
2021-01-12 12:30:19,2021,1,1.17,1.265,2.0549999999999997,4.274,1.379,1.559,1.07,2.281
2021-01-12 06:09:04,2021,1,7.373000000000001,3.7359999999999998,4.164,11.663,3.052,5.497999999999999,1.906,2.772
2021-01-12 00:17:26,2021,1,4.258,6.297000000000001,1.7189999999999999,9.251999999999999,8.66,6.167999999999999,7.742,14.649
2021-01-11 23:45:03,2021,1,2.37,4.442,1.937,3.6879999999999997,2.951,0.719,2.525,4.767
2021-01-11 22:36:31,2021,1,4.874,1.204,3.1769999999999996,8.384,3.891,6.727000000000001,1.28,7.593000000000001
2021-01-11 17:21:10,2021,1,1.282,6.960999999999999,0.18,5.994,3.904,6.448,1.0070000000000001,7.664
2021-01-11 16:43:45,2021,1,5.345000000000001,11.721,5.4990000000000006,16.113,7.528999999999999,11.889999999999999,4.228,14.657
2021-01-11 15:26:03,2021,1,1.314,1.344,1.586,1.923,3.415,1.3439999999999999,0.492,6.344
2021-01-11 03:21:16,2021,1,0.601,3.469,0.0,6.124,1.558,6.642,1.297,3.111
2021-01-10 22:27:36,2021,1,17.400999999999996,10.938,12.155,23.747999999999994,10.316,22.727,4.446000000000001,28.503999999999994
2021-01-10 20:54:18,2021,1,5.055000000000001,8.821,1.251,7.7330000000000005,12.226,9.978,2.288,10.632
2021-01-10 19:19:11,2021,1,10.992,11.985999999999999,4.07,15.523,19.407999999999994,7.444000000000001,3.486,31.812999999999995
2021-01-10 18:55:40,2021,1,1.649,1.4140000000000001,1.666,2.5330000000000004,3.048,1.562,1.212,2.1879999999999997
2021-01-10 01:55:11,2021,1,27.646,20.627,19.415000000000006,42.66500000000001,30.743000000000006,40.87100000000001,14.702,38.333
