문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
51003,3.0,0.9549,"[(0, 0.011223054), (1, 0.011407484), (2, 0.011223374), (3, 0.9548968), (4, 0.011249251)]"
51004,1.0,0.7622,"[(1, 0.76220196), (3, 0.21527544)]"
51005,0.0,0.4101,"[(0, 0.41008624), (1, 0.21742438), (2, 0.01693855), (3, 0.017106753), (4, 0.33844408)]"
51006,3.0,0.8835,"[(0, 0.028831773), (1, 0.029285502), (2, 0.029021624), (3, 0.8835388), (4, 0.029322343)]"
51007,3.0,0.9242,"[(0, 0.019152446), (1, 0.018973673), (2, 0.019309072), (3, 0.92423403), (4, 0.01833075)]"
51008,1.0,0.8835,"[(0, 0.028750997), (1, 0.88353735), (2, 0.029097304), (3, 0.028886722), (4, 0.02972764)]"
51009,1.0,0.9893,"[(1, 0.989334)]"
51010,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
51011,1.0,0.819,"[(0, 0.013549432), (1, 0.8189621), (2, 0.013662533), (3, 0.14046404), (4, 0.013361915)]"
51012,3.0,0.5139,"[(0, 0.01887518), (1, 0.43016863), (2, 0.018705867), (3, 0.51392007), (4, 0.018330304)]"
51013,1.0,0.66,"[(0, 0.29625654), (1, 0.659996), (2, 0.014652937), (3, 0.014613181), (4, 0.014481342)]"
51014,3.0,0.4724,"[(0, 0.018251004), (1, 0.47196054), (2, 0.018774709), (3, 0.47242785), (4, 0.018585872)]"
51015,1.0,0.9455,"[(0, 0.013701669), (1, 0.94551575), (2, 0.013856259), (3, 0.013481907), (4, 0.01344443)]"
51016,3.0,0.5352,"[(0, 0.029363414), (1, 0.37754026), (2, 0.029168403), (3, 0.5351625), (4, 0.028765475)]"
51017,1.0,0.9834,"[(1, 0.98337805)]"
51018,1.0,0.9321,"[(0, 0.017139416), (1, 0.93209416), (2, 0.016891303), (3, 0.017188665), (4, 0.01668642)]"
51019,1.0,0.9097,"[(0, 0.022544704), (1, 0.90970516), (2, 0.022472935), (3, 0.02293634), (4, 0.02234087)]"
51020,3.0,0.9184,"[(0, 0.020045677), (1, 0.020937063), (2, 0.020219972), (3, 0.91835916), (4, 0.02043811)]"
51021,1.0,0.6696,"[(1, 0.6696238), (3, 0.31657946)]"
51022,1.0,0.7332,"[(0, 0.06667221), (1, 0.733231), (2, 0.06667341), (3, 0.06674138), (4, 0.06668203)]"
51023,1.0,0.7059,"[(0, 0.017013391), (1, 0.70586544), (2, 0.016895402), (3, 0.24350052), (4, 0.01672522)]"
51024,1.0,0.9521,"[(0, 0.012000167), (1, 0.952109), (2, 0.011914533), (3, 0.0120330425), (4, 0.011943314)]"
51025,1.0,0.91,"[(0, 0.022591865), (1, 0.90997845), (2, 0.022341346), (3, 0.022762679), (4, 0.022325646)]"
51026,1.0,0.5894,"[(1, 0.5893951), (3, 0.3895285)]"
51027,1.0,0.9812,"[(1, 0.9811558)]"
51028,1.0,0.673,"[(0, 0.23839176), (1, 0.6729978), (2, 0.028813079), (3, 0.029299466), (4, 0.03049792)]"
51029,1.0,0.9811,"[(1, 0.98113436)]"
51030,3.0,0.5396,"[(0, 0.020475376), (1, 0.020806078), (2, 0.39890546), (3, 0.5395969), (4, 0.02021615)]"
51031,1.0,0.9571,"[(0, 0.010757328), (1, 0.9570848), (2, 0.010763626), (3, 0.0107061565), (4, 0.010688172)]"
51032,4.0,0.4547,"[(0, 0.03464308), (1, 0.03411512), (2, 0.44235298), (3, 0.034156363), (4, 0.4547325)]"
51033,1.0,0.963,"[(1, 0.9630141), (4, 0.025462598)]"
51034,0.0,0.6632,"[(0, 0.6631854), (1, 0.017180908), (2, 0.017583478), (3, 0.016874963), (4, 0.28517523)]"
51035,1.0,0.884,"[(0, 0.029019957), (1, 0.884), (2, 0.028971616), (3, 0.028857706), (4, 0.029150708)]"
51036,1.0,0.9546,"[(0, 0.011443745), (1, 0.9546244), (2, 0.0113105215), (3, 0.011406797), (4, 0.0112145655)]"
51037,1.0,0.9728,"[(1, 0.97277814)]"
51038,1.0,0.8626,"[(0, 0.033603843), (1, 0.8626439), (2, 0.033363253), (3, 0.03384477), (4, 0.03654423)]"
51039,1.0,0.9816,"[(1, 0.98158354)]"
51040,1.0,0.9822,"[(1, 0.9822417)]"
51041,1.0,0.8082,"[(1, 0.8082073), (3, 0.16639434)]"
51042,1.0,0.6384,"[(0, 0.02246882), (1, 0.6383791), (2, 0.022457931), (3, 0.022805622), (4, 0.2938885)]"
51043,1.0,0.6668,"[(0, 0.015640229), (1, 0.6667907), (2, 0.015549055), (3, 0.2863381), (4, 0.015681876)]"
51044,1.0,0.6648,"[(0, 0.012938734), (1, 0.66484934), (2, 0.012768041), (3, 0.29645032), (4, 0.012993541)]"
51045,1.0,0.8353,"[(0, 0.041597083), (1, 0.83530843), (2, 0.0412983), (3, 0.04137383), (4, 0.04042232)]"
51046,1.0,0.9518,"[(0, 0.0120500615), (1, 0.95183116), (2, 0.011890049), (3, 0.012436621), (4, 0.011792176)]"
51047,1.0,0.9698,"[(1, 0.969781)]"
51048,1.0,0.9248,"[(0, 0.018654542), (1, 0.924753), (2, 0.018667765), (3, 0.018415162), (4, 0.019509483)]"
51049,1.0,0.8677,"[(1, 0.86768615), (3, 0.11524525)]"
51050,3.0,0.5243,"[(0, 0.011434459), (1, 0.44176462), (2, 0.011234655), (3, 0.5243104), (4, 0.011255793)]"
51051,1.0,0.9421,"[(0, 0.014368317), (1, 0.9421194), (2, 0.014434128), (3, 0.014746395), (4, 0.014331741)]"
51052,1.0,0.6151,"[(0, 0.025437666), (1, 0.6150646), (2, 0.025820764), (3, 0.025489958), (4, 0.30818704)]"
51053,2.0,0.7299,"[(0, 0.06780789), (1, 0.06803676), (2, 0.7298589), (3, 0.066986986), (4, 0.06730945)]"
51054,1.0,0.9546,"[(0, 0.01140681), (1, 0.954571), (2, 0.011471987), (3, 0.011285022), (4, 0.0112652425)]"
51055,1.0,0.5519,"[(0, 0.014625543), (1, 0.5518595), (2, 0.014634608), (3, 0.01451807), (4, 0.40436223)]"
51056,1.0,0.5994,"[(0, 0.10056217), (1, 0.59937096), (2, 0.10001468), (3, 0.10002173), (4, 0.100030504)]"
51057,4.0,0.5963,"[(0, 0.10295508), (1, 0.1002313), (2, 0.10000365), (3, 0.10052349), (4, 0.59628654)]"
51058,1.0,0.9265,"[(0, 0.018409207), (1, 0.9264808), (2, 0.018422589), (3, 0.018435843), (4, 0.018251564)]"
51059,4.0,0.4823,"[(0, 0.01578288), (1, 0.47034267), (2, 0.015919643), (3, 0.015670702), (4, 0.48228413)]"
51060,1.0,0.5128,"[(1, 0.512835), (3, 0.45814967)]"
51061,3.0,0.9333,"[(0, 0.01670136), (1, 0.016699368), (2, 0.01667724), (3, 0.93325454), (4, 0.016667508)]"
51062,1.0,0.9084,"[(0, 0.022623455), (1, 0.90837395), (2, 0.023067577), (3, 0.022698123), (4, 0.023236908)]"
51063,1.0,0.5799,"[(1, 0.57990927), (2, 0.2687011), (4, 0.1344961)]"
51064,1.0,0.9375,"[(0, 0.01548082), (1, 0.93750983), (2, 0.015659323), (3, 0.0159103), (4, 0.01543969)]"
51065,1.0,0.5776,"[(1, 0.5776337), (3, 0.3936114)]"
51066,3.0,0.5184,"[(0, 0.013519027), (1, 0.44124833), (2, 0.013479526), (3, 0.51836663), (4, 0.013386485)]"
51067,1.0,0.9185,"[(0, 0.020228626), (1, 0.91852856), (2, 0.020555628), (3, 0.020349817), (4, 0.020337353)]"
51068,1.0,0.9839,"[(1, 0.9838985)]"
51069,1.0,0.9262,"[(0, 0.018476848), (1, 0.92623824), (2, 0.018393917), (3, 0.018539028), (4, 0.018351965)]"
51070,3.0,0.4987,"[(0, 0.012005229), (1, 0.3944073), (2, 0.08298295), (3, 0.49874464), (4, 0.011859878)]"
51071,1.0,0.8628,"[(0, 0.034817465), (1, 0.86278605), (2, 0.03451157), (3, 0.034544803), (4, 0.03334009)]"
51072,1.0,0.7947,"[(0, 0.051463652), (1, 0.794687), (2, 0.052667007), (3, 0.05117546), (4, 0.05000689)]"
51073,1.0,0.9374,"[(0, 0.01565931), (1, 0.9373815), (2, 0.015692119), (3, 0.015523353), (4, 0.015743706)]"
51074,1.0,0.599,"[(0, 0.10097721), (1, 0.5989714), (2, 0.10001269), (3, 0.10000941), (4, 0.10002926)]"
51075,1.0,0.5134,"[(1, 0.5134192), (3, 0.47089934)]"
51076,1.0,0.9105,"[(0, 0.02249839), (1, 0.91047925), (2, 0.022349374), (3, 0.022430226), (4, 0.022242736)]"
51077,1.0,0.6941,"[(0, 0.01120918), (1, 0.6940514), (2, 0.011357169), (3, 0.27221656), (4, 0.011165733)]"
51078,3.0,0.8387,"[(0, 0.040094502), (1, 0.040588517), (2, 0.04045549), (3, 0.8386958), (4, 0.04016571)]"
51079,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
51080,3.0,0.7794,"[(0, 0.029099056), (1, 0.02930425), (2, 0.13349158), (3, 0.7793527), (4, 0.028752388)]"
51081,1.0,0.9592,"[(0, 0.010279332), (1, 0.95919675), (2, 0.010126541), (3, 0.010368825), (4, 0.010028507)]"
51082,1.0,0.9663,"[(1, 0.9662804)]"
51083,3.0,0.6487,"[(0, 0.022443209), (1, 0.28279874), (2, 0.02261141), (3, 0.64868647), (4, 0.02346021)]"
51084,1.0,0.9837,"[(1, 0.98367625)]"
51085,1.0,0.9527,"[(1, 0.95269185), (4, 0.03341901)]"
51086,1.0,0.717,"[(1, 0.716976), (3, 0.25841713)]"
51087,1.0,0.9259,"[(0, 0.01852453), (1, 0.92586017), (2, 0.018374877), (3, 0.01888265), (4, 0.018357802)]"
51088,1.0,0.6284,"[(1, 0.6283611), (3, 0.35142067)]"
51089,1.0,0.8676,"[(1, 0.8675693), (3, 0.10598428)]"
51090,1.0,0.7517,"[(1, 0.751656), (2, 0.22713451)]"
51091,1.0,0.9326,"[(0, 0.017037626), (1, 0.93255943), (2, 0.016693318), (3, 0.016948739), (4, 0.016760897)]"
51092,1.0,0.9761,"[(1, 0.9760793)]"
51093,1.0,0.9869,"[(1, 0.9868527)]"
51094,2.0,0.8368,"[(0, 0.0405975), (1, 0.041205842), (2, 0.8368462), (3, 0.040668212), (4, 0.040682264)]"
51095,1.0,0.961,"[(1, 0.96095324)]"
51096,1.0,0.932,"[(0, 0.016786624), (1, 0.9320429), (2, 0.01687975), (3, 0.01744256), (4, 0.016848158)]"
51097,1.0,0.918,"[(0, 0.020737235), (1, 0.9179903), (2, 0.020494971), (3, 0.020589795), (4, 0.020187665)]"
51098,1.0,0.6613,"[(0, 0.022790892), (1, 0.66126466), (2, 0.022901446), (3, 0.2707863), (4, 0.022256725)]"
51099,1.0,0.9373,"[(0, 0.015752794), (1, 0.9373302), (2, 0.015536248), (3, 0.015656289), (4, 0.015724521)]"
51100,1.0,0.7461,"[(1, 0.74610573), (3, 0.23142289)]"
51101,1.0,0.9708,"[(1, 0.97076654)]"
51102,1.0,0.8829,"[(0, 0.0295245), (1, 0.8829299), (2, 0.029243816), (3, 0.029542994), (4, 0.028758781)]"
51103,3.0,0.5574,"[(0, 0.0103415195), (1, 0.41186985), (2, 0.010115033), (3, 0.55742174), (4, 0.010251841)]"
51104,4.0,0.4685,"[(0, 0.04049113), (1, 0.41050443), (2, 0.04017643), (3, 0.04029952), (4, 0.46852845)]"
51105,1.0,0.9014,"[(0, 0.010079807), (1, 0.90136784), (4, 0.06905387)]"
51106,1.0,0.8349,"[(0, 0.041991714), (1, 0.83489597), (2, 0.040376037), (3, 0.04078678), (4, 0.041949518)]"
51107,1.0,0.6311,"[(0, 0.022783354), (1, 0.631129), (2, 0.02236072), (3, 0.30149227), (4, 0.022234602)]"
51108,1.0,0.8293,"[(0, 0.12517096), (1, 0.8293235), (4, 0.03664849)]"
51109,1.0,0.8323,"[(0, 0.0101453485), (1, 0.8322979), (2, 0.010036484), (3, 0.1373995), (4, 0.010120773)]"
51110,1.0,0.9752,"[(1, 0.97523636)]"
51111,1.0,0.9519,"[(0, 0.012180803), (1, 0.9518913), (2, 0.011957195), (3, 0.012039334), (4, 0.011931392)]"
51112,1.0,0.733,"[(0, 0.06693304), (1, 0.732983), (2, 0.06672921), (3, 0.06667202), (4, 0.06668272)]"
51113,1.0,0.6159,"[(0, 0.35039103), (1, 0.615893), (2, 0.01124425), (3, 0.011315048), (4, 0.011156713)]"
51114,1.0,0.9417,"[(0, 0.014542877), (1, 0.94173145), (2, 0.014636307), (3, 0.014521253), (4, 0.014568078)]"
51115,1.0,0.9264,"[(0, 0.01846655), (1, 0.92641145), (2, 0.018328898), (3, 0.018574191), (4, 0.018218921)]"
51116,3.0,0.8645,"[(0, 0.034025278), (1, 0.034325313), (2, 0.033734772), (3, 0.8645165), (4, 0.033398177)]"
51117,1.0,0.7856,"[(1, 0.78556025), (3, 0.19408526), (4, 0.014660795)]"
51118,1.0,0.5994,"[(0, 0.10056252), (1, 0.59937054), (2, 0.10001468), (3, 0.10002173), (4, 0.100030504)]"
51119,1.0,0.6646,"[(1, 0.6645913), (3, 0.31755537)]"
51120,1.0,0.7987,"[(0, 0.050247233), (1, 0.79869634), (2, 0.050190438), (3, 0.05066002), (4, 0.050205976)]"
51121,1.0,0.9538,"[(1, 0.9538456), (4, 0.03256902)]"
51122,1.0,0.5665,"[(1, 0.566454), (3, 0.30438647), (4, 0.11290704)]"
51123,1.0,0.7316,"[(0, 0.066867255), (1, 0.73163444), (2, 0.06770747), (3, 0.066713534), (4, 0.06707726)]"
51124,0.0,0.4614,"[(0, 0.46143645), (1, 0.4168249), (2, 0.040318303), (3, 0.040926374), (4, 0.04049395)]"
51125,1.0,0.6815,"[(1, 0.6815463), (3, 0.30715287)]"
51126,3.0,0.701,"[(0, 0.023132613), (1, 0.022786835), (2, 0.02247742), (3, 0.7009698), (4, 0.23063333)]"
51127,3.0,0.9323,"[(0, 0.016920282), (1, 0.017100153), (2, 0.01691867), (3, 0.93232393), (4, 0.01673699)]"
51128,1.0,0.9566,"[(0, 0.010827855), (1, 0.9566319), (2, 0.011142488), (3, 0.010861218), (4, 0.0105365645)]"
51129,1.0,0.949,"[(0, 0.012642517), (1, 0.9489802), (2, 0.012702546), (3, 0.013106036), (4, 0.012568688)]"
51130,1.0,0.8328,"[(0, 0.010085505), (1, 0.83280486), (2, 0.01009208), (3, 0.13698293), (4, 0.010034575)]"
51131,1.0,0.587,"[(1, 0.58698356), (3, 0.39807943)]"
51132,0.0,0.7692,"[(0, 0.76919645), (1, 0.025938358), (2, 0.025602298), (3, 0.025408097), (4, 0.15385479)]"
51133,1.0,0.8193,"[(0, 0.02243676), (1, 0.8192846), (2, 0.02264187), (3, 0.113369256), (4, 0.022267494)]"
51134,1.0,0.6975,"[(0, 0.013474935), (1, 0.6974551), (2, 0.013418064), (3, 0.26221302), (4, 0.013438892)]"
51135,1.0,0.6099,"[(1, 0.60985905), (3, 0.37900963)]"
51136,1.0,0.755,"[(1, 0.7550128), (3, 0.17551185), (4, 0.056656286)]"
51137,1.0,0.9611,"[(1, 0.96110433)]"
51138,1.0,0.8969,"[(0, 0.025198914), (1, 0.8969163), (2, 0.02613508), (3, 0.02557596), (4, 0.026173776)]"
51139,1.0,0.9315,"[(0, 0.016921354), (1, 0.93154496), (2, 0.01707522), (3, 0.016786547), (4, 0.017671924)]"
51140,1.0,0.9593,"[(0, 0.010072882), (1, 0.959276), (2, 0.010137907), (3, 0.010200713), (4, 0.010312535)]"
51141,4.0,0.7309,"[(0, 0.067630626), (1, 0.06750927), (2, 0.06667055), (3, 0.06727738), (4, 0.7309122)]"
51142,1.0,0.8035,"[(1, 0.8035042), (3, 0.1468267), (4, 0.03930358)]"
51143,1.0,0.6414,"[(0, 0.010633861), (1, 0.6414195), (2, 0.0106554385), (3, 0.3267349), (4, 0.010556342)]"
51144,1.0,0.9574,"[(0, 0.010785402), (1, 0.9573525), (2, 0.010688357), (3, 0.010606049), (4, 0.01056766)]"
51145,1.0,0.9419,"[(0, 0.014564546), (1, 0.9418718), (2, 0.014659232), (3, 0.014525673), (4, 0.014378712)]"
51146,1.0,0.9264,"[(0, 0.018432625), (1, 0.9264404), (2, 0.01826814), (3, 0.018663568), (4, 0.01819525)]"
51147,1.0,0.9419,"[(0, 0.014518876), (1, 0.94188625), (2, 0.014741703), (3, 0.0145338345), (4, 0.014319366)]"
51148,3.0,0.567,"[(0, 0.02041252), (1, 0.37240198), (2, 0.020168928), (3, 0.56695443), (4, 0.020062177)]"
51149,1.0,0.9241,"[(1, 0.9240579), (4, 0.06624911)]"
51150,1.0,0.9418,"[(0, 0.014553826), (1, 0.9417987), (2, 0.014475111), (3, 0.014646255), (4, 0.0145261455)]"
51151,3.0,0.6876,"[(1, 0.2855433), (3, 0.68759733)]"
51152,1.0,0.7179,"[(1, 0.71791345), (3, 0.25565296)]"
51153,1.0,0.7631,"[(1, 0.763082), (2, 0.20899837)]"
51154,1.0,0.8836,"[(0, 0.02932645), (1, 0.88358855), (2, 0.028915137), (3, 0.029410373), (4, 0.028759493)]"
51155,1.0,0.9687,"[(1, 0.9687214)]"
51156,1.0,0.9631,"[(1, 0.96306765)]"
51157,1.0,0.8989,"[(0, 0.025279906), (1, 0.89892644), (2, 0.025092723), (3, 0.025555398), (4, 0.025145533)]"
51158,1.0,0.9265,"[(0, 0.018365752), (1, 0.9265298), (2, 0.018208575), (3, 0.018539486), (4, 0.018356346)]"
51159,1.0,0.7371,"[(1, 0.7371184), (3, 0.2425061)]"
51160,1.0,0.9834,"[(1, 0.9834336)]"
51161,1.0,0.984,"[(1, 0.9839584)]"
51162,1.0,0.5322,"[(0, 0.05015727), (1, 0.5321695), (2, 0.050389476), (3, 0.051413976), (4, 0.31586972)]"
51163,1.0,0.8324,"[(0, 0.042142417), (1, 0.83244514), (2, 0.04170925), (3, 0.040623955), (4, 0.043079272)]"
51164,4.0,0.494,"[(0, 0.38201386), (1, 0.041074824), (2, 0.041552514), (3, 0.04137109), (4, 0.49398774)]"
51165,1.0,0.9375,"[(0, 0.015546432), (1, 0.9374665), (2, 0.015619533), (3, 0.015564403), (4, 0.015803162)]"
51166,1.0,0.7316,"[(0, 0.06690281), (1, 0.7316099), (2, 0.06667333), (3, 0.068131715), (4, 0.066682234)]"
51167,1.0,0.798,"[(0, 0.05078226), (1, 0.79796183), (2, 0.050158665), (3, 0.05057814), (4, 0.05051914)]"
51168,1.0,0.9155,"[(1, 0.91547656), (3, 0.080033824)]"
51169,1.0,0.9805,"[(1, 0.98052377)]"
51170,1.0,0.6843,"[(1, 0.6842806), (3, 0.29545134)]"
51171,1.0,0.9935,"[(1, 0.99351066)]"
51172,1.0,0.9662,"[(1, 0.9661638)]"
51173,1.0,0.9524,"[(0, 0.011898669), (1, 0.9524242), (2, 0.011832747), (3, 0.0119097745), (4, 0.0119345905)]"
51174,1.0,0.8649,"[(0, 0.03346738), (1, 0.8649147), (2, 0.033450324), (3, 0.03384415), (4, 0.034323454)]"
51175,1.0,0.9612,"[(1, 0.96120715)]"
51176,1.0,0.8826,"[(0, 0.029181542), (1, 0.88255167), (2, 0.02941976), (3, 0.030087192), (4, 0.028759865)]"
51177,3.0,0.5992,"[(0, 0.10000264), (1, 0.10081128), (2, 0.10000352), (3, 0.5991756), (4, 0.100006975)]"
51178,1.0,0.9329,"[(0, 0.016750632), (1, 0.9329181), (2, 0.016776009), (3, 0.016825717), (4, 0.016729536)]"
51179,1.0,0.7172,"[(0, 0.025793584), (1, 0.71720046), (2, 0.20606732), (3, 0.025552826), (4, 0.025385827)]"
51180,1.0,0.8205,"[(1, 0.82046735), (4, 0.15593408)]"
51181,1.0,0.9521,"[(0, 0.011982175), (1, 0.95207405), (2, 0.011868099), (3, 0.012083057), (4, 0.011992567)]"
51182,1.0,0.5979,"[(0, 0.10002032), (1, 0.59792185), (2, 0.10000815), (3, 0.10000545), (4, 0.10204419)]"
51183,1.0,0.899,"[(0, 0.025204737), (1, 0.8990127), (2, 0.02553582), (3, 0.025228279), (4, 0.025018457)]"
51184,1.0,0.6089,"[(1, 0.6089343), (3, 0.38126332)]"
51185,1.0,0.9461,"[(1, 0.94608015), (4, 0.035826538)]"
51186,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
51187,1.0,0.5022,"[(0, 0.029174577), (1, 0.50219107), (2, 0.028735008), (3, 0.029801145), (4, 0.4100982)]"
51188,1.0,0.6403,"[(1, 0.6403384), (3, 0.34817857)]"
51189,3.0,0.8387,"[(0, 0.040179662), (1, 0.040851235), (2, 0.040120803), (3, 0.83870065), (4, 0.040147662)]"
51190,1.0,0.9758,"[(1, 0.97575265)]"
51191,3.0,0.5759,"[(0, 0.022778977), (1, 0.3558423), (2, 0.022499131), (3, 0.57592714), (4, 0.022952475)]"
51192,0.0,0.2,"[(0, 0.2), (1, 0.2), (2, 0.2), (3, 0.2), (4, 0.2)]"
51193,1.0,0.583,"[(1, 0.58297485), (3, 0.39795434)]"
51194,1.0,0.9505,"[(1, 0.9505478), (4, 0.04061145)]"
51195,1.0,0.4762,"[(0, 0.02266161), (1, 0.476192), (2, 0.022447793), (3, 0.45637745), (4, 0.02232119)]"
51196,1.0,0.973,"[(1, 0.97302216)]"
51197,1.0,0.9416,"[(0, 0.014546138), (1, 0.94162357), (2, 0.014535591), (3, 0.014705917), (4, 0.014588771)]"
51198,1.0,0.9419,"[(0, 0.014578999), (1, 0.94191796), (2, 0.014612715), (3, 0.014537484), (4, 0.014352825)]"
51199,1.0,0.8842,"[(0, 0.029509595), (1, 0.88420874), (2, 0.028722696), (3, 0.028871285), (4, 0.028687716)]"
51200,1.0,0.7841,"[(0, 0.022474028), (1, 0.78412056), (2, 0.022560133), (3, 0.022693448), (4, 0.14815181)]"
51201,1.0,0.7361,"[(1, 0.7360706), (3, 0.23613739)]"
51202,1.0,0.9318,"[(0, 0.017133266), (1, 0.93176985), (2, 0.016950557), (3, 0.017174454), (4, 0.016971918)]"
51203,1.0,0.7981,"[(0, 0.05062673), (1, 0.7981431), (2, 0.050814748), (3, 0.05040808), (4, 0.050007284)]"
51204,1.0,0.8978,"[(0, 0.08575428), (1, 0.89776796)]"
51205,1.0,0.8637,"[(0, 0.033471603), (1, 0.8636918), (2, 0.033668984), (3, 0.033914212), (4, 0.035253394)]"
51206,1.0,0.7389,"[(1, 0.73894256), (3, 0.17318793), (4, 0.08114492)]"
51207,1.0,0.8566,"[(0, 0.01342904), (1, 0.85656375), (2, 0.013544658), (3, 0.10297646), (4, 0.013486065)]"
51208,1.0,0.9592,"[(0, 0.01012962), (1, 0.9592136), (2, 0.010160367), (3, 0.01039765), (4, 0.010098746)]"
51209,1.0,0.937,"[(0, 0.016043458), (1, 0.9369562), (2, 0.015567834), (3, 0.015862871), (4, 0.01556957)]"
51210,1.0,0.9261,"[(0, 0.018788029), (1, 0.92613024), (2, 0.018360678), (3, 0.018430183), (4, 0.018290931)]"
51211,1.0,0.7557,"[(1, 0.7556897), (3, 0.22744887)]"
51212,1.0,0.7191,"[(1, 0.7190661), (3, 0.2752066)]"
51213,1.0,0.6889,"[(1, 0.68886375), (3, 0.20348662), (4, 0.09371088)]"
51214,1.0,0.9422,"[(0, 0.014480567), (1, 0.942206), (2, 0.014490112), (3, 0.014420861), (4, 0.014402453)]"
51215,1.0,0.8358,"[(0, 0.040781315), (1, 0.83584297), (2, 0.040668406), (3, 0.041107453), (4, 0.041599788)]"
51216,1.0,0.919,"[(0, 0.020266408), (1, 0.91904765), (2, 0.020169875), (3, 0.020231681), (4, 0.02028437)]"
51217,3.0,0.6418,"[(0, 0.01025401), (1, 0.3276583), (2, 0.010124226), (3, 0.6418246), (4, 0.010138887)]"
51218,3.0,0.5331,"[(1, 0.44257393), (3, 0.53313196)]"
51219,1.0,0.5972,"[(0, 0.0144427065), (1, 0.5971974), (2, 0.01448458), (3, 0.014459973), (4, 0.35941532)]"
51220,1.0,0.9181,"[(0, 0.020492008), (1, 0.91812605), (2, 0.02029994), (3, 0.020473177), (4, 0.020608818)]"
51221,1.0,0.8387,"[(1, 0.838691), (3, 0.14943306)]"
51222,1.0,0.7987,"[(0, 0.050977387), (1, 0.79873496), (2, 0.050203133), (3, 0.05007418), (4, 0.05001035)]"
51223,1.0,0.9847,"[(1, 0.9846979)]"
51224,1.0,0.7287,"[(0, 0.06923594), (1, 0.7287411), (2, 0.06726842), (3, 0.06807001), (4, 0.06668457)]"
51225,1.0,0.8864,"[(1, 0.886449), (4, 0.08428528)]"
51226,1.0,0.9802,"[(1, 0.9801859)]"
51227,3.0,0.7292,"[(0, 0.06761019), (1, 0.06874451), (2, 0.067784555), (3, 0.7291836), (4, 0.06667715)]"
51228,1.0,0.7305,"[(0, 0.06812875), (1, 0.73048156), (2, 0.06680909), (3, 0.06726166), (4, 0.06731891)]"
51229,3.0,0.7732,"[(0, 0.014458535), (1, 0.18365778), (2, 0.014366532), (3, 0.7731994), (4, 0.014317759)]"
51230,1.0,0.9377,"[(0, 0.015500306), (1, 0.9376624), (2, 0.015544254), (3, 0.015811794), (4, 0.015481235)]"
51231,3.0,0.9321,"[(0, 0.01691194), (1, 0.017116273), (2, 0.016804243), (3, 0.93212944), (4, 0.017038064)]"
51232,1.0,0.8985,"[(0, 0.025310852), (1, 0.8984624), (2, 0.025186481), (3, 0.025813743), (4, 0.025226496)]"
51233,1.0,0.9766,"[(1, 0.97661763)]"
51234,1.0,0.5972,"[(0, 0.016970368), (1, 0.5971933), (2, 0.01682981), (3, 0.017056724), (4, 0.3519498)]"
51235,1.0,0.99,"[(1, 0.9900463)]"
51236,1.0,0.941,"[(1, 0.94104165), (3, 0.047280706)]"
51237,1.0,0.9258,"[(0, 0.01837136), (1, 0.9257528), (2, 0.01846413), (3, 0.01858337), (4, 0.018828316)]"
51238,1.0,0.8842,"[(0, 0.029005587), (1, 0.8842152), (2, 0.02861532), (3, 0.029534487), (4, 0.028629424)]"
51239,1.0,0.5937,"[(0, 0.10308591), (1, 0.59366846), (2, 0.10139281), (3, 0.101066254), (4, 0.10078657)]"
51240,1.0,0.9758,"[(1, 0.9758486)]"
51241,3.0,0.7313,"[(0, 0.06770732), (1, 0.06716541), (2, 0.06716686), (3, 0.73128843), (4, 0.066671945)]"
51242,1.0,0.9179,"[(0, 0.020298418), (1, 0.917879), (2, 0.020327492), (3, 0.021075675), (4, 0.02041945)]"
51243,1.0,0.9865,"[(1, 0.9864934)]"
51244,1.0,0.919,"[(0, 0.020306252), (1, 0.91896737), (2, 0.020159993), (3, 0.020487657), (4, 0.02007873)]"
51245,1.0,0.9594,"[(0, 0.010144567), (1, 0.9594017), (2, 0.0102328425), (3, 0.01016739), (4, 0.010053466)]"
51246,1.0,0.6084,"[(1, 0.6084348), (3, 0.31639358), (4, 0.060141724)]"
51247,1.0,0.8327,"[(0, 0.010101617), (1, 0.83266354), (2, 0.010067538), (3, 0.13688439), (4, 0.010282875)]"
51248,0.0,0.6809,"[(0, 0.68088925), (1, 0.16649519), (3, 0.13400932)]"
51249,1.0,0.9251,"[(0, 0.018603437), (1, 0.9251232), (2, 0.018447332), (3, 0.018642439), (4, 0.019183556)]"
51250,1.0,0.9718,"[(1, 0.9717964)]"
51251,1.0,0.6891,"[(0, 0.018337367), (1, 0.6890557), (2, 0.018339543), (3, 0.018401323), (4, 0.2558661)]"
51252,1.0,0.9265,"[(0, 0.018334107), (1, 0.92651314), (2, 0.018506285), (3, 0.018386094), (4, 0.018260362)]"
51253,1.0,0.5522,"[(0, 0.018332068), (1, 0.5522137), (2, 0.018387996), (3, 0.392827), (4, 0.018239181)]"
